NAME,DESIGNATION,DEPARTMENT,EMAIL ID,ROLL NO,PHONE NO,ETHICS RATING,ADDRESS
Alice Cunningham,FACULTY,CS,fac_22@iith.ac.in,fac_22,8722456614,2,
John Shaw,FACULTY,CS,fac_23@iith.ac.in,fac_23,8076536300,1,
Jessica Mccann,FACULTY,CS,fac_24@iith.ac.in,fac_24,6934486223,1,
Ricky Nguyen,FACULTY,CS,fac_25@iith.ac.in,fac_25,7862264462,3,
Courtney Myers,FACULTY,CS,fac_26@iith.ac.in,fac_26,8925541368,3,
Jennifer Arnold,FACULTY,CS,fac_27@iith.ac.in,fac_27,9677655410,5,
Ronald Arellano,FACULTY,CS,fac_28@iith.ac.in,fac_28,6429833337,4,
Cheryl Bryan,FACULTY,CS,fac_29@iith.ac.in,fac_29,8676730828,4,
Megan Hines,FACULTY,CS,fac_30@iith.ac.in,fac_30,8655859707,3,
Michael Turner,FACULTY,CS,fac_31@iith.ac.in,fac_31,7443468285,5,
Christine Wade,FACULTY,CS,fac_32@iith.ac.in,fac_32,7051868400,3,
Dr. Mark Johnson DDS,FACULTY,CS,fac_33@iith.ac.in,fac_33,6740142257,2,
Alexander Santiago,FACULTY,CS,fac_34@iith.ac.in,fac_34,7732463024,2,
Carlos Ramirez,FACULTY,CS,fac_35@iith.ac.in,fac_35,8788047059,5,
Linda Myers,FACULTY,CS,fac_36@iith.ac.in,fac_36,7284226290,3,
Christopher Morgan,FACULTY,CS,fac_37@iith.ac.in,fac_37,7384799234,2,
Kimberly Jones,FACULTY,CS,fac_38@iith.ac.in,fac_38,6650009871,5,
Joseph Kaufman,FACULTY,CS,fac_39@iith.ac.in,fac_39,9519794284,4,
Gary Graham,FACULTY,AI,fac_40@iith.ac.in,fac_40,9791022483,3,
Brandon Herring,FACULTY,AI,fac_41@iith.ac.in,fac_41,8438414403,4,
Erin Jackson,FACULTY,AI,fac_42@iith.ac.in,fac_42,7876231943,1,
Gabriel Bennett,FACULTY,AI,fac_43@iith.ac.in,fac_43,9505974915,1,
Tonya Hoffman,FACULTY,AI,fac_44@iith.ac.in,fac_44,9266856392,4,
Melissa Ward,FACULTY,AI,fac_45@iith.ac.in,fac_45,7699787541,2,
Bobby Payne,FACULTY,AI,fac_46@iith.ac.in,fac_46,9456490546,5,
David Carter,FACULTY,AI,fac_47@iith.ac.in,fac_47,7752098649,5,
Jason Foster,FACULTY,AI,fac_48@iith.ac.in,fac_48,6591229625,5,
Danielle Lopez,FACULTY,AI,fac_49@iith.ac.in,fac_49,6092050501,5,
Cynthia Hughes,FACULTY,AI,fac_50@iith.ac.in,fac_50,8737228421,3,
Gabriel Wilson,FACULTY,AI,fac_51@iith.ac.in,fac_51,6444813127,5,
Cameron Larson,FACULTY,AI,fac_52@iith.ac.in,fac_52,6229737708,5,
Kathryn Gonzalez,FACULTY,AI,fac_53@iith.ac.in,fac_53,7677682055,4,
Michele Morris,FACULTY,AI,fac_54@iith.ac.in,fac_54,8730150825,2,
Jeremy Silva,FACULTY,AI,fac_55@iith.ac.in,fac_55,8198946841,2,
Jacob Hicks,FACULTY,AI,fac_56@iith.ac.in,fac_56,6234155205,2,
Jessica Wang,FACULTY,AI,fac_57@iith.ac.in,fac_57,9734263973,3,
Raymond Reyes,FACULTY,AI,fac_58@iith.ac.in,fac_58,8283179623,3,
Matthew Donovan,FACULTY,AI,fac_59@iith.ac.in,fac_59,7013724130,3,
Cody Boyer,FACULTY,AI,fac_60@iith.ac.in,fac_60,9333381122,1,
Emily Walker,FACULTY,AI,fac_61@iith.ac.in,fac_61,6820025855,3,
Joseph Harrison,FACULTY,AI,fac_62@iith.ac.in,fac_62,8287933680,2,
Jennifer Pierce,FACULTY,AI,fac_63@iith.ac.in,fac_63,7600714635,1,
Peter Cook,FACULTY,AI,fac_64@iith.ac.in,fac_64,6707184862,4,
Christie Wagner,FACULTY,AI,fac_65@iith.ac.in,fac_65,6990355013,1,
Erin Patton,FACULTY,AI,fac_66@iith.ac.in,fac_66,6006931408,1,
Shawn Jones,FACULTY,AI,fac_67@iith.ac.in,fac_67,8104683253,3,
Kevin Blake,FACULTY,AI,fac_68@iith.ac.in,fac_68,9716420627,3,
Amanda Hamilton,FACULTY,AI,fac_69@iith.ac.in,fac_69,9805362850,3,
Jessica Harrington,FACULTY,AI,fac_70@iith.ac.in,fac_70,6887973423,4,
Benjamin Collier,FACULTY,BM,fac_71@iith.ac.in,fac_71,9384871139,4,
Douglas Thomas,FACULTY,BM,fac_72@iith.ac.in,fac_72,6668018589,4,
Shannon Williams,FACULTY,BM,fac_73@iith.ac.in,fac_73,6420749408,3,
Mary Silva,FACULTY,BM,fac_74@iith.ac.in,fac_74,9617409221,5,
Collin Saunders,FACULTY,BM,fac_75@iith.ac.in,fac_75,8655739847,2,
Angela Mitchell,FACULTY,BM,fac_76@iith.ac.in,fac_76,6781550044,3,
Daniel James,FACULTY,BM,fac_77@iith.ac.in,fac_77,9652382279,4,
Hector Cortez,FACULTY,BM,fac_78@iith.ac.in,fac_78,9652377134,5,
Raymond Allison,FACULTY,BM,fac_79@iith.ac.in,fac_79,6550796757,2,
Vincent Moses,FACULTY,BM,fac_80@iith.ac.in,fac_80,8055034313,4,
Nicole Ramirez,FACULTY,BM,fac_81@iith.ac.in,fac_81,9467219936,1,
Jennifer Davis,FACULTY,BM,fac_82@iith.ac.in,fac_82,8532186578,3,
Richard Haynes,FACULTY,BM,fac_83@iith.ac.in,fac_83,6394807033,5,
John Mcconnell,FACULTY,BM,fac_84@iith.ac.in,fac_84,7065221527,5,
Frank Garcia,FACULTY,BM,fac_85@iith.ac.in,fac_85,6103300058,3,
Peggy Mclaughlin,FACULTY,BM,fac_86@iith.ac.in,fac_86,7534252023,2,
Beverly Burnett,FACULTY,BM,fac_87@iith.ac.in,fac_87,9237555417,4,
Nicole Williams,FACULTY,BM,fac_88@iith.ac.in,fac_88,6863590058,5,
Shawn Mullen,FACULTY,BM,fac_89@iith.ac.in,fac_89,8062724358,4,
Isabella Gay,FACULTY,BM,fac_90@iith.ac.in,fac_90,9280415619,1,
Taylor Griffin,FACULTY,BM,fac_91@iith.ac.in,fac_91,6986855436,4,
Casey Mann,FACULTY,BM,fac_92@iith.ac.in,fac_92,9811423992,1,
Thomas Orr,FACULTY,BM,fac_93@iith.ac.in,fac_93,6609414896,4,
Michael Forbes,FACULTY,BM,fac_94@iith.ac.in,fac_94,8840176497,4,
Amber Stevenson,FACULTY,BM,fac_95@iith.ac.in,fac_95,7730470688,1,
Robert Dixon,FACULTY,BM,fac_96@iith.ac.in,fac_96,9852932095,5,
Chloe Kelley,FACULTY,BM,fac_97@iith.ac.in,fac_97,9911980026,4,
Kevin Figueroa,FACULTY,BM,fac_98@iith.ac.in,fac_98,6795142833,2,
Cindy Campbell,FACULTY,BM,fac_99@iith.ac.in,fac_99,7886535945,5,
Tracy Thompson,FACULTY,BM,fac_100@iith.ac.in,fac_100,9529939755,5,
Nathaniel Wallace,FACULTY,BM,fac_101@iith.ac.in,fac_101,7598288841,2,
Ana Vega,FACULTY,BM,fac_102@iith.ac.in,fac_102,9461641190,5,
Julia Lucas,FACULTY,BM,fac_103@iith.ac.in,fac_103,8568917355,4,
Eric Myers,FACULTY,BM,fac_104@iith.ac.in,fac_104,8985455624,5,
Heather White,FACULTY,BM,fac_105@iith.ac.in,fac_105,8249148453,1,
Shelly Duran,FACULTY,BM,fac_106@iith.ac.in,fac_106,7828965837,5,
Ashley Flores,FACULTY,BM,fac_107@iith.ac.in,fac_107,7261617936,3,
Erica Harvey,FACULTY,BM,fac_108@iith.ac.in,fac_108,9134674941,3,
Richard Waters,FACULTY,BM,fac_109@iith.ac.in,fac_109,6216995167,3,
Audrey Gomez,FACULTY,BM,fac_110@iith.ac.in,fac_110,9457682286,2,
Michael Kirk,FACULTY,BM,fac_111@iith.ac.in,fac_111,6625885052,3,
Nathaniel Allen,FACULTY,BM,fac_112@iith.ac.in,fac_112,6539564448,4,
Jenna Conley,FACULTY,BM,fac_113@iith.ac.in,fac_113,8750320899,5,
Jacob Anderson,FACULTY,BM,fac_114@iith.ac.in,fac_114,6803033487,4,
Alexander Fletcher,FACULTY,BM,fac_115@iith.ac.in,fac_115,7924659763,2,
David Mills,FACULTY,BM,fac_116@iith.ac.in,fac_116,8779758455,2,
Stephanie Soto,FACULTY,BM,fac_117@iith.ac.in,fac_117,8902221637,3,
Marcus Smith,FACULTY,BM,fac_118@iith.ac.in,fac_118,9603965342,4,
Kevin Henson,FACULTY,BM,fac_119@iith.ac.in,fac_119,7512050826,3,
Evan Bennett,FACULTY,BM,fac_120@iith.ac.in,fac_120,7257984030,5,
Alicia Johnson,FACULTY,BM,fac_121@iith.ac.in,fac_121,6211482568,2,
Brenda Sweeney,FACULTY,BM,fac_122@iith.ac.in,fac_122,8433115325,1,
Denise Reed,FACULTY,BM,fac_123@iith.ac.in,fac_123,7467573539,4,
Jennifer Ortega,FACULTY,BM,fac_124@iith.ac.in,fac_124,6531722281,4,
John Moore,FACULTY,BM,fac_125@iith.ac.in,fac_125,7204132310,1,
James Barnes,FACULTY,BM,fac_126@iith.ac.in,fac_126,9924381321,1,
Samantha Ortega,FACULTY,BM,fac_127@iith.ac.in,fac_127,7702490650,1,
Jamie Hensley,FACULTY,BM,fac_128@iith.ac.in,fac_128,7796110496,4,
Stacey Silva,FACULTY,BM,fac_129@iith.ac.in,fac_129,8982968383,1,
Jacqueline Miller,FACULTY,BM,fac_130@iith.ac.in,fac_130,9985774040,2,
Amber Christian,FACULTY,BM,fac_131@iith.ac.in,fac_131,7324001081,1,
Melissa Anderson,FACULTY,EE,fac_132@iith.ac.in,fac_132,8170155350,2,
Robin Baxter,FACULTY,EE,fac_133@iith.ac.in,fac_133,6849457284,2,
James Carter,FACULTY,EE,fac_134@iith.ac.in,fac_134,9425825743,1,
Chloe Gonzalez,FACULTY,EE,fac_135@iith.ac.in,fac_135,7371252436,4,
Latoya Luna,FACULTY,EE,fac_136@iith.ac.in,fac_136,9443573379,4,
Madeline Parsons,FACULTY,EE,fac_137@iith.ac.in,fac_137,7782258470,1,
Erica Duke,FACULTY,EE,fac_138@iith.ac.in,fac_138,6343439702,5,
David Castro,FACULTY,EE,fac_139@iith.ac.in,fac_139,9606840334,2,
Katie Mcbride,FACULTY,EE,fac_140@iith.ac.in,fac_140,7780058442,3,
Benjamin Pope,FACULTY,EE,fac_141@iith.ac.in,fac_141,8963462027,3,
Scott Owens,FACULTY,EE,fac_142@iith.ac.in,fac_142,6046788275,4,
Theresa Marsh,FACULTY,EE,fac_143@iith.ac.in,fac_143,6068279840,5,
Rhonda Charles,FACULTY,EE,fac_144@iith.ac.in,fac_144,7939468858,4,
Victor Snyder,FACULTY,EE,fac_145@iith.ac.in,fac_145,7851406426,2,
Hannah Bolton,FACULTY,EE,fac_146@iith.ac.in,fac_146,8838950114,3,
Abigail Vazquez,FACULTY,EE,fac_147@iith.ac.in,fac_147,8856863178,5,
Kimberly Mason,FACULTY,EE,fac_148@iith.ac.in,fac_148,6878844460,1,
Christina Rivera,FACULTY,EE,fac_149@iith.ac.in,fac_149,6193158104,5,
Richard Baker,FACULTY,EE,fac_150@iith.ac.in,fac_150,8035387203,4,
Kathy Smith,FACULTY,EE,fac_151@iith.ac.in,fac_151,9150427406,1,
Dakota Gomez,FACULTY,EE,fac_152@iith.ac.in,fac_152,9871734691,2,
Joseph Johnson,FACULTY,EE,fac_153@iith.ac.in,fac_153,8055156526,4,
Molly Smith,FACULTY,EE,fac_154@iith.ac.in,fac_154,8387371664,2,
Amanda Powers,FACULTY,EE,fac_155@iith.ac.in,fac_155,7115915673,5,
Janice Hooper,FACULTY,EE,fac_156@iith.ac.in,fac_156,9974920030,4,
Samantha Salazar,FACULTY,EE,fac_157@iith.ac.in,fac_157,7465487241,2,
Jeffrey Williams,FACULTY,EE,fac_158@iith.ac.in,fac_158,6600890359,5,
Brian Davis MD,FACULTY,EE,fac_159@iith.ac.in,fac_159,9227573862,2,
Jennifer Grimes,FACULTY,EE,fac_160@iith.ac.in,fac_160,9505712733,3,
Joshua Huang,FACULTY,EE,fac_161@iith.ac.in,fac_161,7765029625,3,
Mrs. Sonia Wallace,FACULTY,EE,fac_162@iith.ac.in,fac_162,8704968857,5,
Danielle Cunningham,FACULTY,EE,fac_163@iith.ac.in,fac_163,8468526157,3,
Samantha Gibson,FACULTY,EE,fac_164@iith.ac.in,fac_164,6073329359,1,
Andrew Roberts,FACULTY,EE,fac_165@iith.ac.in,fac_165,7274469320,1,
Andrew Williams,FACULTY,EE,fac_166@iith.ac.in,fac_166,6387468882,5,
Benjamin Moore,FACULTY,EE,fac_167@iith.ac.in,fac_167,7650403762,1,
Elizabeth Romero,FACULTY,EE,fac_168@iith.ac.in,fac_168,6897738197,1,
Christine Fox,FACULTY,EE,fac_169@iith.ac.in,fac_169,6328453391,4,
Andre Poole,FACULTY,EE,fac_170@iith.ac.in,fac_170,9566086002,5,
Desiree Goodman,FACULTY,EE,fac_171@iith.ac.in,fac_171,8709016412,5,
Frank Foley,FACULTY,EE,fac_172@iith.ac.in,fac_172,8275224403,5,
Malik Gonzales,FACULTY,MS,fac_173@iith.ac.in,fac_173,9720257546,4,
Matthew Johnson,FACULTY,MS,fac_174@iith.ac.in,fac_174,8601063109,2,
Brian Anderson,FACULTY,MS,fac_175@iith.ac.in,fac_175,6976304579,4,
Jacob Larson,FACULTY,MS,fac_176@iith.ac.in,fac_176,7665398537,3,
Bernard Hernandez,FACULTY,MS,fac_177@iith.ac.in,fac_177,6108534206,2,
Mr. David Cook,FACULTY,MS,fac_178@iith.ac.in,fac_178,7088619636,3,
Marc Andrews,FACULTY,MS,fac_179@iith.ac.in,fac_179,6387552682,1,
Troy Long,FACULTY,MS,fac_180@iith.ac.in,fac_180,8072678028,5,
Michelle Wilson,FACULTY,MS,fac_181@iith.ac.in,fac_181,8667261852,5,
Jenna Lee,FACULTY,MS,fac_182@iith.ac.in,fac_182,6725603853,2,
Michelle Young,FACULTY,MS,fac_183@iith.ac.in,fac_183,7127938412,5,
Jacob Howell,FACULTY,MS,fac_184@iith.ac.in,fac_184,8520131323,5,
Ernest Davis,FACULTY,MS,fac_185@iith.ac.in,fac_185,9511409631,2,
Lori Velazquez,FACULTY,MS,fac_186@iith.ac.in,fac_186,9795963710,3,
Julie Sanders,FACULTY,MS,fac_187@iith.ac.in,fac_187,6156237309,3,
Diane Lopez,FACULTY,MS,fac_188@iith.ac.in,fac_188,9290057022,1,
Keith Fleming,FACULTY,MS,fac_189@iith.ac.in,fac_189,7404528911,4,
Mr. Jerome Henderson,FACULTY,MS,fac_190@iith.ac.in,fac_190,6569040843,5,
Kristy Johnson,FACULTY,MS,fac_191@iith.ac.in,fac_191,9423212660,5,
Steven Herrera,FACULTY,MS,fac_192@iith.ac.in,fac_192,9556901598,2,
James Smith,FACULTY,MS,fac_193@iith.ac.in,fac_193,8356804336,2,
Ryan Berg,FACULTY,MS,fac_194@iith.ac.in,fac_194,9368193880,4,
Veronica Rasmussen,FACULTY,MS,fac_195@iith.ac.in,fac_195,6005719293,3,
Maria Wright,FACULTY,MS,fac_196@iith.ac.in,fac_196,8094534105,2,
Jeffrey Schmidt,FACULTY,MS,fac_197@iith.ac.in,fac_197,7430676836,3,
Paige Williams,FACULTY,MS,fac_198@iith.ac.in,fac_198,8991534387,2,
Julia Ford,FACULTY,MS,fac_199@iith.ac.in,fac_199,9681002646,1,
Carol Dalton,FACULTY,MS,fac_200@iith.ac.in,fac_200,8871912437,3,
Crystal Berry,FACULTY,MS,fac_201@iith.ac.in,fac_201,7180376661,1,
Michael Burns,FACULTY,MS,fac_202@iith.ac.in,fac_202,6868592772,4,
Christina Mosley,FACULTY,MS,fac_203@iith.ac.in,fac_203,6954901067,3,
Adam Alvarez,FACULTY,MS,fac_204@iith.ac.in,fac_204,6215264587,4,
Justin Larson,FACULTY,MS,fac_205@iith.ac.in,fac_205,9198376694,4,
Jeffrey Santos,FACULTY,MS,fac_206@iith.ac.in,fac_206,7560820473,1,
Christine Mercado,FACULTY,MS,fac_207@iith.ac.in,fac_207,9494551432,2,
Garrett Alexander,FACULTY,MS,fac_208@iith.ac.in,fac_208,9762622635,3,
Richard Mata,FACULTY,MS,fac_209@iith.ac.in,fac_209,6236575371,3,
Patricia Johnson,FACULTY,MS,fac_210@iith.ac.in,fac_210,6669974243,5,
Cynthia Avila,FACULTY,MS,fac_211@iith.ac.in,fac_211,9098111967,4,
Denise Jones,FACULTY,MS,fac_212@iith.ac.in,fac_212,8148762150,1,
Kelly Hunter,FACULTY,MS,fac_213@iith.ac.in,fac_213,7941646810,4,
Reginald Raymond,FACULTY,MS,fac_214@iith.ac.in,fac_214,9278945121,4,
Katie Garcia,FACULTY,MS,fac_215@iith.ac.in,fac_215,7610884638,2,
Scott Herrera,FACULTY,MS,fac_216@iith.ac.in,fac_216,9539291416,5,
Derek Oneill,FACULTY,MS,fac_217@iith.ac.in,fac_217,7453888636,1,
Sally Williams,FACULTY,MS,fac_218@iith.ac.in,fac_218,9080595843,2,
Jason Tucker,FACULTY,MS,fac_219@iith.ac.in,fac_219,9620663226,2,
Thomas Howard,FACULTY,MS,fac_220@iith.ac.in,fac_220,7548401492,4,
Jimmy Meyer,FACULTY,MS,fac_221@iith.ac.in,fac_221,8318252438,1,
Joshua Evans,FACULTY,MS,fac_222@iith.ac.in,fac_222,8621460062,2,
Mrs. Maria Navarro,FACULTY,MS,fac_223@iith.ac.in,fac_223,9356082885,5,
Megan Rivera,FACULTY,MS,fac_224@iith.ac.in,fac_224,6632287312,3,
Elizabeth Kelly,FACULTY,MS,fac_225@iith.ac.in,fac_225,8784460721,4,
Tyler Bates,FACULTY,MS,fac_226@iith.ac.in,fac_226,8404321545,1,
Michael Nguyen,FACULTY,MS,fac_227@iith.ac.in,fac_227,8859580671,5,
Arthur Taylor,FACULTY,MS,fac_228@iith.ac.in,fac_228,6306281701,5,
James Flynn,FACULTY,ME,fac_229@iith.ac.in,fac_229,9133714507,5,
Jennifer Day,FACULTY,ME,fac_230@iith.ac.in,fac_230,6034011313,3,
Barry Allen,FACULTY,ME,fac_231@iith.ac.in,fac_231,6812192638,4,
Katelyn Reed,FACULTY,ME,fac_232@iith.ac.in,fac_232,8866735226,4,
Steven Blair,FACULTY,ME,fac_233@iith.ac.in,fac_233,6404981154,3,
Jamie Banks,FACULTY,ME,fac_234@iith.ac.in,fac_234,7121070089,4,
Shannon Jacobs,FACULTY,ME,fac_235@iith.ac.in,fac_235,6966017844,3,
Natalie Rogers,FACULTY,ME,fac_236@iith.ac.in,fac_236,8850549662,5,
Robert Drake,FACULTY,ME,fac_237@iith.ac.in,fac_237,8274240825,4,
Christopher Vang,FACULTY,ME,fac_238@iith.ac.in,fac_238,9112744446,2,
Katrina Jackson,FACULTY,ME,fac_239@iith.ac.in,fac_239,8303975818,2,
Robert Williams,FACULTY,ME,fac_240@iith.ac.in,fac_240,8049283185,5,
Natalie Gross DDS,FACULTY,ME,fac_241@iith.ac.in,fac_241,9091796036,4,
John Stevens,FACULTY,ME,fac_242@iith.ac.in,fac_242,7979533745,4,
Caroline Baker,FACULTY,ME,fac_243@iith.ac.in,fac_243,6236244534,5,
Mark Phillips DDS,FACULTY,ME,fac_244@iith.ac.in,fac_244,9274416585,5,
Elizabeth Perez,FACULTY,ME,fac_245@iith.ac.in,fac_245,6524376926,2,
George Mclaughlin,FACULTY,ME,fac_246@iith.ac.in,fac_246,9071776454,3,
Briana May,FACULTY,ME,fac_247@iith.ac.in,fac_247,6332541682,1,
Alexander Chambers,FACULTY,ME,fac_248@iith.ac.in,fac_248,6466912823,2,
Mitchell Mcconnell,FACULTY,ME,fac_249@iith.ac.in,fac_249,6322154210,3,
Jerome Arnold,FACULTY,ME,fac_250@iith.ac.in,fac_250,8903957593,5,
Carolyn Meadows,FACULTY,ME,fac_251@iith.ac.in,fac_251,6008488747,3,
Lawrence Dominguez,FACULTY,ME,fac_252@iith.ac.in,fac_252,6168161493,3,
Tracy Bautista,STAFF,ME,adm_0@iith.ac.in,adm_0,8636315651,5,
Andrea Ortiz,STAFF,ME,adm_1@iith.ac.in,adm_1,9745820406,3,
Dr. Diane Estes,STAFF,ME,adm_2@iith.ac.in,adm_2,8590580299,2,
Stephen Randall,STAFF,ME,adm_3@iith.ac.in,adm_3,6929063956,2,
Andre Johnson,STAFF,ME,adm_4@iith.ac.in,adm_4,9479129900,4,
Wyatt Larson,STAFF,ME,adm_5@iith.ac.in,adm_5,8022436884,3,
Meredith Gardner,STAFF,ME,adm_6@iith.ac.in,adm_6,7532388520,4,
Amy Mullins,STAFF,ME,adm_7@iith.ac.in,adm_7,7064085279,3,
Diana Hamilton,STAFF,ME,adm_8@iith.ac.in,adm_8,8127975970,1,
Kathleen Rice,STAFF,ME,adm_9@iith.ac.in,adm_9,8511868607,2,
Frank Montoya,STAFF,ME,adm_10@iith.ac.in,adm_10,7052038550,1,
Tony Brown,STAFF,ME,adm_11@iith.ac.in,adm_11,6514594838,2,
Rebecca Mcfarland,STAFF,CE,adm_12@iith.ac.in,adm_12,6786660989,1,
Zachary Allen,STAFF,CE,adm_13@iith.ac.in,adm_13,7873028619,1,
Brandon Taylor,STAFF,CE,adm_14@iith.ac.in,adm_14,8883277365,5,
Monica Hess,STAFF,CE,adm_15@iith.ac.in,adm_15,8397696745,2,
William Mcmahon,STAFF,CE,adm_16@iith.ac.in,adm_16,6314863821,1,
Aaron Lopez,STAFF,CE,adm_17@iith.ac.in,adm_17,8516920618,2,
Cassandra Rodriguez,STAFF,CE,adm_18@iith.ac.in,adm_18,8558824693,2,
Samuel Kramer,STAFF,CE,adm_19@iith.ac.in,adm_19,9745449833,2,
David Arnold,STAFF,CE,adm_20@iith.ac.in,adm_20,7485790584,3,
William Gilbert,STAFF,CE,adm_21@iith.ac.in,adm_21,6756414413,5,
Jeffrey Adkins,STAFF,CE,adm_22@iith.ac.in,adm_22,9159671658,3,
Mrs. Rachel Klein,STAFF,CE,adm_23@iith.ac.in,adm_23,9482729231,3,
Allen Miles,STAFF,CE,adm_24@iith.ac.in,adm_24,8731705931,5,
Gwendolyn Miller,STAFF,CE,adm_25@iith.ac.in,adm_25,7230461309,5,
Fred Willis,STAFF,CE,adm_26@iith.ac.in,adm_26,7116846506,2,
Kimberly Lopez,STAFF,CE,adm_27@iith.ac.in,adm_27,8223352729,2,
Holly Wilson,STAFF,CE,adm_28@iith.ac.in,adm_28,6097610698,1,
Tara Roberts,STAFF,CE,adm_29@iith.ac.in,adm_29,9280840761,3,
Rebecca Weber,STAFF,CE,adm_30@iith.ac.in,adm_30,8161678940,2,
Sherry May,STAFF,CE,adm_31@iith.ac.in,adm_31,7886210734,3,
Mike Rivera,STAFF,CE,adm_32@iith.ac.in,adm_32,9093993342,1,
Kathleen Davis,STAFF,CE,adm_33@iith.ac.in,adm_33,6264669021,2,
Laurie Romero,STAFF,CE,adm_34@iith.ac.in,adm_34,6321358018,1,
Hannah Gregory,STAFF,CE,adm_35@iith.ac.in,adm_35,8187659679,2,
Arthur Burton,STAFF,CE,adm_36@iith.ac.in,adm_36,7128427330,4,
Harold Mercer DDS,STAFF,CE,adm_37@iith.ac.in,adm_37,8787817938,4,
Christine Bowman,STAFF,CE,adm_38@iith.ac.in,adm_38,9368768853,1,
Erica Leonard,STAFF,CE,adm_39@iith.ac.in,adm_39,6223460158,4,
Peter Bauer,STAFF,CE,adm_40@iith.ac.in,adm_40,9239735329,2,
Timothy Rose,STAFF,CE,adm_41@iith.ac.in,adm_41,9118098007,2,
Robert Ball,STAFF,CE,adm_42@iith.ac.in,adm_42,9801963644,4,
Maria Hurley,STAFF,CE,adm_43@iith.ac.in,adm_43,7206079901,2,
Brian Robles,STAFF,CE,adm_44@iith.ac.in,adm_44,8211174322,1,
Mr. Caleb Brady,STAFF,CE,adm_45@iith.ac.in,adm_45,8478416781,3,
Lori Cowan,STAFF,CE,adm_46@iith.ac.in,adm_46,7333341828,1,
Melissa Johnson,STAFF,CE,adm_47@iith.ac.in,adm_47,7997180445,2,
Cynthia Phillips,STAFF,CE,adm_48@iith.ac.in,adm_48,6397557468,3,
Robert Wilson,STAFF,CE,adm_49@iith.ac.in,adm_49,7453038029,2,
Collin Salazar,STAFF,CE,adm_50@iith.ac.in,adm_50,6325332405,2,
Mr. Richard Smith,STAFF,CE,adm_51@iith.ac.in,adm_51,9226348221,3,
Ashley Williams,STAFF,CE,adm_52@iith.ac.in,adm_52,8634475505,2,
Robert Duncan,STAFF,CE,adm_53@iith.ac.in,adm_53,9891303849,4,
Michaela Moore,STAFF,CE,adm_54@iith.ac.in,adm_54,7417793085,3,
Sierra Holland,STAFF,CE,adm_55@iith.ac.in,adm_55,7913936387,2,
Kyle Davis,STAFF,CE,adm_56@iith.ac.in,adm_56,6960903414,3,
Paige Smith,STAFF,CE,adm_57@iith.ac.in,adm_57,8990021780,3,
Brandon Reed,STAFF,CH,adm_58@iith.ac.in,adm_58,8711825966,2,
Timothy Dominguez,STAFF,CH,adm_59@iith.ac.in,adm_59,8237649065,4,
Meghan Flores,STAFF,CH,adm_60@iith.ac.in,adm_60,6022163217,3,
Joseph Sanchez,STAFF,CH,adm_61@iith.ac.in,adm_61,7418279469,5,
Kara Freeman,STAFF,CH,adm_62@iith.ac.in,adm_62,9486406510,5,
Kimberly Williams,STAFF,CH,adm_63@iith.ac.in,adm_63,9608232521,5,
Nicole Hall,STAFF,CH,adm_64@iith.ac.in,adm_64,6970242843,4,
Robert Williams IV,STAFF,CH,adm_65@iith.ac.in,adm_65,9027540750,1,
Todd Collins,STAFF,CH,adm_66@iith.ac.in,adm_66,9928787085,4,
Dennis Vasquez,STAFF,CH,adm_67@iith.ac.in,adm_67,7740616046,1,
Dustin Allen,STAFF,CH,adm_68@iith.ac.in,adm_68,6650714524,1,
Brittany Huffman,STAFF,CH,adm_69@iith.ac.in,adm_69,7195315411,1,
Sean Perry MD,STAFF,CH,adm_70@iith.ac.in,adm_70,9907455648,3,
Kari Armstrong,STAFF,CH,adm_71@iith.ac.in,adm_71,8423120175,3,
Lawrence Carter,STAFF,CH,adm_72@iith.ac.in,adm_72,8542158713,2,
Marcus Anderson,STAFF,CH,adm_73@iith.ac.in,adm_73,9445042897,1,
Stephanie Sheppard,STAFF,CH,adm_74@iith.ac.in,adm_74,8567226944,5,
John Mills,STAFF,CH,adm_75@iith.ac.in,adm_75,6873292837,1,
Julia Sandoval,STAFF,CH,adm_76@iith.ac.in,adm_76,6357958356,1,
Edwin Carey,STAFF,CH,adm_77@iith.ac.in,adm_77,7562293439,1,
Robin Ingram,STAFF,CH,adm_78@iith.ac.in,adm_78,9582001906,3,
David Rodriguez,STAFF,CH,adm_79@iith.ac.in,adm_79,9210317768,5,
Nathan Martin,STAFF,CH,adm_80@iith.ac.in,adm_80,7307880755,2,
Adam Buchanan MD,STAFF,CH,adm_81@iith.ac.in,adm_81,6162178619,2,
Vanessa Yang,STAFF,CH,adm_82@iith.ac.in,adm_82,8858686462,4,
Robert Hurley,STAFF,CH,adm_83@iith.ac.in,adm_83,8280253466,2,
Heather Armstrong,STAFF,CH,adm_84@iith.ac.in,adm_84,7648764872,4,
Sara Robinson,STAFF,CH,adm_85@iith.ac.in,adm_85,7675742655,3,
Allen Cervantes,STAFF,CH,adm_86@iith.ac.in,adm_86,6963867746,2,
Jeremy Vasquez,STAFF,CH,adm_87@iith.ac.in,adm_87,8306066069,5,
Roger Chapman,STAFF,CH,adm_88@iith.ac.in,adm_88,8742230025,3,
Eric Serrano,STAFF,ID,adm_89@iith.ac.in,adm_89,8985899735,4,
Darryl Williams,STAFF,ID,adm_90@iith.ac.in,adm_90,8513724184,1,
